Protein,p_ID
PRSS37,p015489
TRMT13,p015490
CHIT1,p015491
CCDC27,p015492
P2RX5,p015493
MUCL1,p015494
ADAMTS18,p015495
CCNJ,p015496
TMED6,p015497
TEKT3,p015498
MIPEP,p015499
WDR86,p015500
FCRL5,p015501
GALNT13,p015502
OR52W1,p015503
PHTF1,p015504
FSCN3,p015505
ATP5G3,p015506
SPATA13,p015507
MORN5,p015508
IER3IP1,p015509
SPACA3,p015510
KLHDC9,p015511
CCDC82,p015512
MFSD11,p015513
MYL3,p015514
KCNV2,p015515
LEPREL2,p015516
AOC2,p015517
GPR141,p015518
ST3GAL1,p015519
C16orf54,p015520
SLC2A6,p015521
GALNT16,p015522
THSD4,p015523
TMEM186,p015524
WNT16,p015525
CLEC4E,p015526
SLC5A8,p015527
CRNN,p015528
KLHDC8A,p015529
GOT1L1,p015530
MCF2L2,p015531
MDM1,p015532
CPA6,p015533
PCDHAC1,p015534
FUT3,p015535
ZNF254,p015536
TPH2,p015537
MFSD8,p015538
LHFPL4,p015539
CHDC2,p015540
SERHL2,p015541
NEXN,p015542
SYDE1,p015543
VTCN1,p015544
ANKRD10,p015545
GML,p015546
SLC32A1,p015547
LCMT2,p015548
FAM71D,p015549
FGF9,p015550
D2HGDH,p015551
DQX1,p015552
HPSE,p015553
LRRN1,p015554
WFDC9,p015555
FAM163A,p015556
FAM20B,p015557
KLHL36,p015558
ZNF44,p015559
C16orf46,p015560
C2orf54,p015561
FGD4,p015562
HTR3D,p015563
DCAF10,p015564
TMEM236,p015565
CKLF,p015566
SIRPD,p015567
TMC6,p015568
DCT,p015569
GRTP1,p015570
BMP5,p015571
SEL1L3,p015572
ACOT6,p015573
CPA2,p015574
SLC39A11,p015575
ADPGK,p015576
ACMSD,p015577
CNPPD1,p015578
WFDC10A,p015579
LPCAT4,p015580
ADAM2,p015581
CREBRF,p015582
ABHD15,p015583
SEC16B,p015584
GXYLT1,p015585
ERAP1,p015586
DUS4L,p015587
DEPDC1,p015588
GLT1D1,p015589
KLHL34,p015590
FLVCR2,p015591
SLC24A5,p015592
SLC51A,p015593
SLC2A5,p015594
MANBAL,p015595
ARL13A,p015596
PXYLP1,p015597
CHCHD7,p015598
ZNF571,p015599
CEPT1,p015600
CYP19A1,p015601
TKTL1,p015602
SBSPON,p015603
ESAM,p015604
VILL,p015605
ZNF221,p015606
DNAL1,p015607
CCDC173,p015608
TIMM23,p015609
VIP,p015610
C12orf50,p015611
SYCP3,p015612
SCGB1D2,p015613
SLC29A1,p015614
MCUR1,p015615
ASCC3,p015616
SLAMF8,p015617
VIT,p015618
GLRA3,p015619
FUOM,p015620
GNRH1,p015621
TMEM223,p015622
SIGLEC12,p015623
REEP2,p015624
ENPEP,p015625
CYP7B1,p015626
DEFB4A,p015627
ZDHHC1,p015628
CCRN4L,p015629
G2E3,p015630
TTC9B,p015631
GIF,p015632
PNLIPRP1,p015633
AXDND1,p015634
TTLL9,p015635
PLCXD2,p015636
FMO5,p015637
FCRL2,p015638
FOXN4,p015639
KDELC2,p015640
SCG3,p015641
ACOX3,p015642
C14orf37,p015643
PAPL,p015644
PCDHB5,p015645
ARSI,p015646
RANBP3L,p015647
CGNL1,p015648
POF1B,p015649
CFAP45,p015650
CES3,p015651
GNB1L,p015652
SLC38A7,p015653
PTPN20B,p015654
CDKAL1,p015655
HYAL4,p015656
NT5C,p015657
C1orf127,p015658
VWA3B,p015659
SLC22A5,p015660
THYN1,p015661
C1orf43,p015662
GRID1,p015663
CDC42SE2,p015664
ANGEL2,p015665
GNRHR,p015666
F11,p015667
RASGEF1B,p015668
IFNL1,p015669
FAM111A,p015670
RAB41,p015671
ZDHHC19,p015672
SEMA6D,p015673
ACOX2,p015674
TMEM220,p015675
ZSCAN31,p015676
HIGD1A,p015677
PM20D2,p015678
MYLK3,p015679
CALN1,p015680
GPM6B,p015681
BTD,p015682
TMEM252,p015683
SV2C,p015684
LRRN3,p015685
CLDN18,p015686
MTX1,p015687
SLC35F1,p015688
PRAMEF10,p015689
SLC36A3,p015690
STOX1,p015691
CD300E,p015692
HYAL1,p015693
LIM2,p015694
CCL25,p015695
SRD5A1,p015696
ALDH1L1,p015697
LRRC31,p015698
RNASE2,p015699
ABCB5,p015700
FAM161B,p015701
STK32A,p015702
C5orf46,p015703
SEMA4F,p015704
ATP13A1,p015705
SLC14A2,p015706
AMBN,p015707
RNASE9,p015708
C11orf85,p015709
PHEX,p015710
FAM228A,p015711
AMTN,p015712
DDIT4L,p015713
NIPAL3,p015714
NOX1,p015715
TMEM107,p015716
ACSBG2,p015717
SMIM12,p015718
PTH2,p015719
IL22RA2,p015720
POPDC3,p015721
GIMAP1,p015722
LYPD5,p015723
B4GALT6,p015724
RALGPS2,p015725
TMEM44,p015726
PLEK,p015727
AGBL2,p015728
SLC25A2,p015729
ANKRD18A,p015730
SLC13A5,p015731
PPFIBP1,p015732
SLC47A1,p015733
NODAL,p015734
CNTN5,p015735
GPR6,p015736
CA5B,p015737
METAP1D,p015738
NT5DC3,p015739
CAPN5,p015740
C14orf79,p015741
RGS8,p015742
SLITRK4,p015743
GALNT5,p015744
NOX4,p015745
TBXAS1,p015746
TTLL2,p015747
FAM26E,p015748
SYAP1,p015749
TTC7A,p015750
CCDC110,p015751
MTHFD2L,p015752
LMBRD1,p015753
RNF150,p015754
ATP6V1G3,p015755
CPM,p015756
ROMO1,p015757
SLC10A2,p015758
ERICH6,p015759
ST6GALNAC1,p015760
FMO2,p015761
KLK4,p015762
NUP210,p015763
ARG1,p015764
GK2,p015765
TEPP,p015766
ZNF549,p015767
CHI3L1,p015768
TREH,p015769
GGTLC1,p015770
NALCN,p015771
SLC5A12,p015772
TAS2R8,p015773
MB21D1,p015774
SMCO3,p015775
GJB4,p015776
IFNL3,p015777
FCRL1,p015778
CRYBB3,p015779
SYCP1,p015780
C1orf27,p015781
SV40gp6,p015782
Nvl,p015783
GRASP,p015784
NYAP1,p015785
MYO16,p015786
INSRR,p015787
USP51,p015788
Capn1,p015789
Capn2,p015790
CPEB3,p015791
SHF,p015792
FPR4,p015793
FOCAD,p015794
Adap1,p015795
ssb,p015796
YPEL5,p015797
TTC8,p015798
BBS9,p015799
WDR60,p015800
HSPB11,p015801
WDR35,p015802
GID4,p015803
WDR19,p015804
BBIP1,p015805
ENDOD1,p015806
NEK4,p015807
CDR2L,p015808
PIGU,p015809
PTPRQ,p015810
LRCH2,p015811
PMFBP1,p015812
STARD3NL,p015813
PTDSS2,p015814
KIF18B,p015815
SEPSECS,p015816
SPAG16,p015817
RGAG1,p015818
GOLGA6L2,p015819
RHBDD2,p015820
NEK7,p015821
C15orf26,p015822
SPRR2A,p015823
RFT1,p015824
PDE5A,p015825
DFNB31,p015826
CHST3,p015827
PTDSS1,p015828
SLC9C1,p015829
ZBTB21,p015830
DENND4C,p015831
DENND1A,p015832
LRFN1,p015833
SH3PXD2A,p015834
TMEM102,p015835
NCKAP5L,p015836
FAM188B,p015837
DUSP27,p015838
C8orf37,p015839
CAMSAP2,p015840
SOWAHA,p015841
LARGE,p015842
GOLGA5,p015843
OSBPL6,p015844
SRSF12,p015845
KIAA1804,p015846
IQSEC2,p015847
COBLL1,p015848
TMEM120B,p015849
STEAP1,p015850
ANKLE2,p015851
NEK5,p015852
DCAKD,p015853
SCML1,p015854
CCDC150,p015855
TBC1D32,p015856
POSTN,p015857
FAM110B,p015858
SLC35F5,p015859
PLEKHA7,p015860
C12orf75,p015861
ELOVL5,p015862
ANKRD34A,p015863
PLCL2,p015864
TEFM,p015865
TMEM161A,p015866
PDF,p015867
KIAA1919,p015868
CST4,p015869
DACT3,p015870
FAM117A,p015871
DNAAF1,p015872
NSDHL,p015873
DDHD1,p015874
SESTD1,p015875
FBRS,p015876
MTFR1L,p015877
QSER1,p015878
TFB2M,p015879
FGD6,p015880
RDH10,p015881
CDADC1,p015882
IGHA2,p015883
CCDC122,p015884
EBF3,p015885
MYL12B,p015886
GALC,p015887
ZNF836,p015888
IGHG4,p015889
OSBPL3,p015890
KIAA1715,p015891
EI24,p015892
ZFP36L2,p015893
FAM122B,p015894
FAM53B,p015895
SLC35E1,p015896
TM9SF3,p015897
MRPS17,p015898
KIAA0556,p015899
SDCCAG8,p015900
alp14,p015901
csk1,p015902
CAK1,p015903
hht1,p015904
Cbfb,p015905
MIS18BP1,p015906
Palb2,p015907
PARPBP,p015908
Unc5a,p015909
ZNHIT6,p015910
Foxf1,p015911
ercc4,p015912
Lpar1,p015913
Dvl3,p015914
slx4,p015915
Btg2,p015916
SMCR8,p015917
Clk1,p015918
U14,p015919
Pex14,p015920
Tln1,p015921
MPS1,p015922
IPL1,p015923
SLC7A6OS,p015924
BZLF1,p015925
Ehbp1l1,p015926
Ehbp1,p015927
ND5,p015928
Card11,p015929
B1R,p015930
E2,p015931
Ppp1ca,p015932
LINC01139,p015933
BFRF1,p015934
RNF157,p015935
PAP1,p015936
A49R,p015937
COA6,p015938
Dcaf6,p015939
Homez,p015940
Nap1l2,p015941
Zmym3,p015942
RSC1A1,p015943
MFHAS1,p015944
CNGB3,p015945
LAMTOR4,p015946
SLC38A9,p015947
RHBDF2,p015948
FRMD7,p015949
VANGL1,p015950
Cav2,p015951
Pik3r1,p015952
ORF24,p015953
BcRF1,p015954
UL87,p015955
K1,p015956
vIRF-4,p015957
HHV8GK18_gp79,p015958
HHV8GK18_gp83,p015959
K2,p015960
K4,p015961
K4.1,p015962
K4.2,p015963
K6,p015964
K8.1,p015965
ORF10,p015966
ORF11,p015967
ORF16,p015968
ORF17,p015969
ORF17.5,p015970
ORF2,p015971
ORF20,p015972
ORF21,p015973
ORF25,p015974
ORF26,p015975
ORF27,p015976
ORF28,p015977
ORF30,p015978
ORF31,p015979
ORF34,p015980
ORF35,p015981
ORF38,p015982
ORF39,p015983
ORF4,p015984
ORF42,p015985
ORF43,p015986
ORF45,p015987
CEP78,p015988
ORF46,p015989
ORF47,p015990
ORF48,p015991
ORF49,p015992
ORF52,p015993
ORF55,p015994
ORF56,p015995
ORF58,p015996
ORF59,p015997
ORF6,p015998
ORF60,p015999
ORF62,p016000
ORF63,p016001
ORF67,p016002
HHV8GK18_gp78,p016003
ORF70,p016004
HHV8GK18_gp82,p016005
ORF8,p016006
ADRA1A,p016007
MUC5AC,p016008
LINC00598,p016009
Ap3b1,p016010
GJB3,p016011
Vps35,p016012
HPN,p016013
DLEU2,p016014
C2orf40,p016015
SHS1,p016016
VWFP1,p016017
SLC2A8,p016018
ATXN7L3B,p016019
MIRLET7A3,p016020
Prkd1,p016021
BAALC,p016022
KCNE2,p016023
Parp14,p016024
HHF1,p016025
HHF2,p016026
DOA4,p016027
ACT1,p016028
AIP1,p016029
TAE1,p016030
YPT53,p016031
FAA2,p016032
TAH11,p016033
YLR108C,p016034
GCD7,p016035
CAF40,p016036
PHO85,p016037
MET18,p016038
DPB4,p016039
NCB2,p016040
FAP7,p016041
AIM7,p016042
SBA1,p016043
PRP39,p016044
PRP45,p016045
MSL5,p016046
YDL057W,p016047
MAD1,p016048
TOM20,p016049
MRP4,p016050
YJR003C,p016051
SNN1,p016052
BIL1,p016053
CSM1,p016054
SEC27,p016055
DAL80,p016056
SPP382,p016057
YLR177W,p016058
ACM1,p016059
CPR5,p016060
YLR224W,p016061
BIT61,p016062
NUP57,p016063
RPC11,p016064
ADH7,p016065
NSE5,p016066
SEC24,p016067
VID24,p016068
WTM2,p016069
YOR192C-A,p016070
YCR051W,p016071
REC107,p016072
TRX3,p016073
YJR011C,p016074
MRP8,p016075
RRN11,p016076
YJL107C,p016077
EHT1,p016078
MET30,p016079
ARO4,p016080
GTS1,p016081
SUC2,p016082
GIM3,p016083
POP3,p016084
RRD1,p016085
PRS1,p016086
VPS4,p016087
PRE5,p016088
SNF1,p016089
HSP42,p016090
YPR159C-A,p016091
ISU1,p016092
SGV1,p016093
YCH1,p016094
SVF1,p016095
YIL001W,p016096
YLR031W,p016097
ISA1,p016098
DIG2,p016099
SKI6,p016100
GOS1,p016101
VPS73,p016102
AIM1,p016103
POG1,p016104
RMD9,p016105
SNU56,p016106
APP1,p016107
DSS4,p016108
YSA1,p016109
OPI3,p016110
DAD4,p016111
WSS1,p016112
GMC2,p016113
YPL077C,p016114
HYM1,p016115
SPS100,p016116
ZRC1,p016117
DID4,p016118
YHR140W,p016119
RPA12,p016120
FRQ1,p016121
YIL152W,p016122
MHR1,p016123
NOP1,p016124
AIR1,p016125
RPT5,p016126
CMD1,p016127
YPT52,p016128
DRN1,p016129
EGD2,p016130
THP2,p016131
RPS31,p016132
SRP1,p016133
FES1,p016134
NTA1,p016135
YHL018W,p016136
HAT2,p016137
MAK31,p016138
PIS1,p016139
UIP3,p016140
COS12,p016141
ATG11,p016142
MMF1,p016143
NTR2,p016144
VMA3,p016145
YTH1,p016146
ECM11,p016147
MEP1,p016148
MXR2,p016149
PRP4,p016150
YFH1,p016151
ASN1,p016152
TIM10,p016153
SWC7,p016154
HUA1,p016155
MUD2,p016156
SQT1,p016157
YNL146W,p016158
YMR122W-A,p016159
IML3,p016160
BET2,p016161
RVS161,p016162
ADY3,p016163
DHR2,p016164
YAL044W-A,p016165
VHS3,p016166
PSY3,p016167
YPK2,p016168
DUN1,p016169
PAC1,p016170
CBS2,p016171
UBC1,p016172
HSP30,p016173
BRL1,p016174
TIF34,p016175
MFT1,p016176
YIF1,p016177
VPS55,p016178
SBH1,p016179
ASP1,p016180
DPB3,p016181
SGD1,p016182
SSP1,p016183
SMP1,p016184
YEF1,p016185
MVP1,p016186
RTK1,p016187
SEC23,p016188
YKL071W,p016189
YOR385W,p016190
SFT2,p016191
MER1,p016192
CUE4,p016193
TLG2,p016194
MAC1,p016195
YFL051C,p016196
NOP15,p016197
TRX1,p016198
RSC30,p016199
RAM2,p016200
PRP3,p016201
YMD8,p016202
TIP1,p016203
VMA8,p016204
OST2,p016205
SLM4,p016206
FAR7,p016207
CSN9,p016208
PTC5,p016209
YML053C,p016210
LCB3,p016211
POP6,p016212
AVT7,p016213
RGD2,p016214
CEF1,p016215
YPL108W,p016216
HSH155,p016217
HPF1,p016218
TRX2,p016219
AIM17,p016220
RBG1,p016221
DAL5,p016222
RNR4,p016223
YPR174C,p016224
SPC1,p016225
APL6,p016226
DGK1,p016227
YSY6,p016228
LAG1,p016229
ATG23,p016230
MAD2,p016231
AYR1,p016232
AIR2,p016233
SPC2,p016234
VMA16,p016235
YLR036C,p016236
OLI1,p016237
SRP21,p016238
ERV14,p016239
SLY41,p016240
HRP1,p016241
SIP2,p016242
VMA1,p016243
POC4,p016244
NMA1,p016245
SST2,p016246
LAC1,p016247
YPT35,p016248
TDA2,p016249
YFT2,p016250
GTT3,p016251
MTQ2,p016252
CYB5,p016253
RGD1,p016254
ISU2,p016255
URH1,p016256
HPM1,p016257
YKR011C,p016258
CDC9,p016259
ADY4,p016260
DIG1,p016261
RNA15,p016262
YGR130C,p016263
SOF1,p016264
OPY2,p016265
SAM2,p016266
NIP1,p016267
GIR2,p016268
IMA1,p016269
GZF3,p016270
YGR067C,p016271
DLD3,p016272
VPS9,p016273
DIB1,p016274
BUB2,p016275
GLK1,p016276
ATP10,p016277
VRG4,p016278
URK1,p016279
POL30,p016280
INH1,p016281
HOC1,p016282
YGR021W,p016283
PHM6,p016284
LDB18,p016285
SCS3,p016286
MTR10,p016287
CDC50,p016288
ARO2,p016289
HMO1,p016290
PGA3,p016291
CBF5,p016292
PIL1,p016293
NCE102,p016294
PFA4,p016295
ATP11,p016296
RSM26,p016297
GSH1,p016298
HIS2,p016299
BSC1,p016300
PHS1,p016301
RPT1,p016302
YCR007C,p016303
YPR153W,p016304
MET8,p016305
CTA1,p016306
YDR134C,p016307
FMC1,p016308
HSP150,p016309
HRT1,p016310
YBR139W,p016311
YLR118C,p016312
RSM27,p016313
CDC11,p016314
GMH1,p016315
GET3,p016316
YIL165C,p016317
PRD1,p016318
ECM19,p016319
PXR1,p016320
SMF3,p016321
PFA3,p016322
DAL2,p016323
CCP1,p016324
MON1,p016325
LAS17,p016326
HTL1,p016327
URA1,p016328
LRS4,p016329
AVT6,p016330
ARO10,p016331
YBR197C,p016332
TED1,p016333
TEL2,p016334
TFB2,p016335
SEC6,p016336
RPL9A,p016337
YJR039W,p016338
YCR087C-A,p016339
CYC2,p016340
YHR045W,p016341
ESC2,p016342
LDB17,p016343
MGS1,p016344
ADE4,p016345
STF1,p016346
PBP2,p016347
NGR1,p016348
ERV29,p016349
HYR1,p016350
NKP2,p016351
MST27,p016352
IPK1,p016353
SCS2,p016354
ASN2,p016355
SRL2,p016356
YJL144W,p016357
YLR297W,p016358
CWP2,p016359
HXT5,p016360
SED5,p016361
SLK19,p016362
HUA2,p016363
ADD37,p016364
BAT1,p016365
PTC1,p016366
YAF9,p016367
SSA3,p016368
RMA1,p016369
VOA1,p016370
ADH1,p016371
MPS3,p016372
NSR1,p016373
RDS1,p016374
MPA43,p016375
YDR476C,p016376
PGI1,p016377
YHR022C,p016378
DIE2,p016379
YNL217W,p016380
OCA2,p016381
PHO86,p016382
ERV1,p016383
TUM1,p016384
IRC25,p016385
YBR242W,p016386
YIH1,p016387
FAU1,p016388
BOS1,p016389
SED1,p016390
RPS28A,p016391
EUG1,p016392
EGD1,p016393
EFM1,p016394
RRP4,p016395
GPA2,p016396
GPI14,p016397
PRE6,p016398
ATG15,p016399
MDJ1,p016400
BZZ1,p016401
SEN15,p016402
THI20,p016403
POS5,p016404
THR1,p016405
SRP102,p016406
NTC20,p016407
LAP2,p016408
LSB3,p016409
NUP1,p016410
DYN2,p016411
CAF16,p016412
PRM15,p016413
PMT3,p016414
HEM15,p016415
OPY1,p016416
FRD1,p016417
RFS1,p016418
ARP2,p016419
SFB2,p016420
CTT1,p016421
RNH70,p016422
TVP15,p016423
TCD1,p016424
NSP1,p016425
ASC1,p016426
TMA20,p016427
CRS5,p016428
YMR111C,p016429
STI1,p016430
YPT1,p016431
YML108W,p016432
YMR31,p016433
BAP2,p016434
PRP46,p016435
YVH1,p016436
GRX2,p016437
RPN11,p016438
LIP1,p016439
PRM8,p016440
EXO84,p016441
MCM22,p016442
SSS1,p016443
YGL176C,p016444
SAM1,p016445
PRP2,p016446
AQY1,p016447
NCS2,p016448
FLO5,p016449
SCS22,p016450
EMC6,p016451
PDS5,p016452
FAD1,p016453
IXR1,p016454
PTP2,p016455
KIN2,p016456
YJR084W,p016457
MNN11,p016458
VMA5,p016459
TYR1,p016460
NPP1,p016461
DBP10,p016462
USA1,p016463
EST1,p016464
TOG1,p016465
NEL1,p016466
SHR3,p016467
PPS1,p016468
RIO1,p016469
UTP25,p016470
ILM1,p016471
ITT1,p016472
ASI1,p016473
SKI8,p016474
BET4,p016475
Epor,p016476
ZNF827,p016477
Bcar3,p016478
sum3,p016479
Ncf1,p016480
Shank3,p016481
Lig1,p016482
Usp9x,p016483
DUX4,p016484
SSA2,p016485
UL17,p016486
erbb2,p016487
Rtn4r,p016488
RGMB,p016489
LMP2,p016490
Hip1r,p016491
Fbxw15,p016492
FBXL20,p016493
KDM8,p016494
Hif3a,p016495
Hlf,p016496
PHLDA2,p016497
hist1h3g,p016498
COX16,p016499
ST7,p016500
CTK1,p016501
KLB,p016502
Map1lc3b,p016503
NHLH2,p016504
AARS2,p016505
ADPRM,p016506
C14orf178,p016507
C14orf2,p016508
CARS2,p016509
COX7C,p016510
DONSON,p016511
EFR3A,p016512
EMC4,p016513
FAM208A,p016514
CEP295,p016515
LARS2,p016516
LIAS,p016517
MINOS1-NBL1,p016518
MRPL57,p016519
MRPL33,p016520
NEMF,p016521
PAXBP1,p016522
GATB,p016523
PNISR,p016524
PPCS,p016525
PTCD1,p016526
RPL36A,p016527
STXBP4,p016528
TBC1D31,p016529
ZCCHC9,p016530
Tcp1,p016531
Cct5,p016532
Vrk2,p016533
CRYGS,p016534
SCUBE2,p016535
MSRB1,p016536
Arnt,p016537
CPEB2,p016538
NLRP6,p016539
Klf4,p016540
C17orf96,p016541
ZNF518A,p016542
DUSP15,p016543
PPP1R14D,p016544
ID4,p016545
OLIG2,p016546
Il17rd,p016547
Cfc1,p016548
PAQR4,p016549
Nr4a1,p016550
SZT2,p016551
SLAIN1,p016552
PARD3B,p016553
KIF19,p016554
TRIM48,p016555
SOAT2,p016556
PKHD1,p016557
APOBEC3B,p016558
RNFT1,p016559
Has2,p016560
PIP5K1B,p016561
USP17L22,p016562
Egln1,p016563
KPNA7,p016564
fgf3,p016565
POTEF,p016566
SEMA4G,p016567
NUDT14,p016568
CCDC42,p016569
KRTAP1-5,p016570
PLAC8,p016571
MGC45922,p016572
TMEM80,p016573
CLDN14,p016574
CCDC24,p016575
VWC2L,p016576
C6orf58,p016577
MEF2BNB,p016578
PSTPIP2,p016579
DOLK,p016580
TBL2,p016581
ANKMY1,p016582
CD99L2,p016583
PHF21B,p016584
ZNF688,p016585
TSTD2,p016586
BMP6,p016587
RHBDF1,p016588
ZCCHC3,p016589
PREB,p016590
HAVCR1,p016591
FRMD4B,p016592
Trim59,p016593
Trim63,p016594
ZSCAN4,p016595
TOR1,p016596
EBNA3C,p016597
PRA1,p016598
FGF11,p016599
TIMD4,p016600
PTX3,p016601
MGARP,p016602
Neurog1,p016603
Neurog2,p016604
Ascl1,p016605
C10orf67,p016606
FOPNL,p016607
ANKRD9,p016608
Stxbp1,p016609
POLG,p016610
CNTN6,p016611
RNF145,p016612
CD109,p016613
ORF0,p016614
U24,p016615
CCZ1,p016616
CTSS,p016617
TRIM67,p016618
VOPP1,p016619
FGF17,p016620
FGF20,p016621
FGF22,p016622
Mnda,p016623
Vav1,p016624
DFNB26,p016625
KANK1,p016626
Pik3ca,p016627
CCAT1,p016628
JMY,p016629
LRRC25,p016630
Gabarapl1,p016631
Bcar1,p016632
Pkn3,p016633
Akt3,p016634
CABLES1,p016635
PPP1R15B,p016636
SNPH,p016637
VEGFC,p016638
Lmo4,p016639
Ptpn1,p016640
ANGPT1,p016641
DMP1,p016642
KCNJ2,p016643
KCNJ16,p016644
DBH,p016645
PLA2G2E,p016646
NT5M,p016647
AOC1,p016648
GHSR,p016649
CYP11B2,p016650
HCRT,p016651
PNMT,p016652
CYP26A1,p016653
PFKFB4,p016654
NPY4R,p016655
SLC39A3,p016656
MAN1A1,p016657
ARL5B,p016658
Lepr,p016659
CCDC134,p016660
Slc9a3r2,p016661
HIF1A-AS2,p016662
SYCP2,p016663
E1,p016664
L2,p016665
LRIG3,p016666
KRT16,p016667
SLC30A10,p016668
Wisp1,p016669
Pdlim4,p016670
CRNDE,p016671
ZFAND1,p016672
PIK3R4,p016673
Nav2,p016674
TAF14,p016675
Trim56,p016676
SNX19,p016677
IGHA1,p016678
CALY,p016679
SCO1,p016680
N4BP1,p016681
Kit,p016682
UBP10,p016683
XOG1,p016684
DEFB103B,p016685
DEFB103A,p016686
FAM35A,p016687
Ahcyl1,p016688
Abl1,p016689
IL1RN,p016690
RBFOX3,p016691
IFNLR1,p016692
Mapk8,p016693
TMEM74,p016694
APOBEC3A,p016695
BKRF4,p016696
Itpr1,p016697
Sirpa,p016698
Ptpra,p016699
Ptpre,p016700
Xrcc2,p016701
C9orf84,p016702
Uchl1,p016703
LINC00470,p016704
Mnd1,p016705
Sos1,p016706
KCTD16,p016707
FLRT3,p016708
TREM2,p016709
Psmb6,p016710
Psma1,p016711
Psma3,p016712
Psma5,p016713
Psma6,p016714
Psma7,p016715
Psmb2,p016716
Psmb3,p016717
Psmb7,p016718
Psmb1,p016719
ZNF106,p016720
UL135,p016721
ZC3H7A,p016722
ORF1,p016723
Hus1,p016724
CLCN3,p016725
GRM8,p016726
SCAMP5,p016727
SLC17A8,p016728
SLC18A2,p016729
CGB5,p016730
KCTD7,p016731
ARMC12,p016732
MICAL2,p016733
SDE2,p016734
SPIDR,p016735
PCAT6,p016736
LSM14A,p016737
RAD51AP2,p016738
WDR83OS,p016739
HIV2gp4,p016740
SLC12A1,p016741
FBXO16,p016742
GCG,p016743
SCAI,p016744
DAO1,p016745
DAOA,p016746
ENP1,p016747
Fbxl3,p016748
SLC7A11,p016749
BMH2,p016750
Epha3,p016751
Epha7,p016752
Os03g0232600,p016753
AGRN,p016754
ZDHHC18,p016755
KCNH5,p016756
Lmo7,p016757
Clstn1,p016758
SHROOM1,p016759
Slc8a1,p016760
Hipk2,p016761
CHRM5,p016762
SLC12A6,p016763
asp,p016764
PE_PGRS29,p016765
MPO,p016766
DHCR7,p016767
LYPLAL1,p016768
ISCA2,p016769
PYURF,p016770
COA4,p016771
AMT,p016772
PGRMC2,p016773
TOMM6,p016774
FKBP9P1,p016775
NUDT19,p016776
NDUFC2,p016777
RAB19,p016778
CYB5R1,p016779
USMG5,p016780
COX6A1,p016781
C1orf53,p016782
COX7B,p016783
KPRP,p016784
ME2,p016785
SPCS3,p016786
PCYOX1,p016787
AADAT,p016788
ANKRD34C,p016789
ARMCX2,p016790
AUH,p016791
C1orf198,p016792
CLPP,p016793
DDAH1,p016794
LTBP2,p016795
MMP20,p016796
PAFAH2,p016797
SLC2A3,p016798
ZNF782,p016799
DNAH8,p016800
HGFAC,p016801
INA,p016802
PALM,p016803
RNASE10,p016804
TMX4,p016805
LINC00839,p016806
dco,p016807
EPG5,p016808
ALDH1A3,p016809
BECN1P1,p016810
A55R,p016811
ACRC,p016812
Cav1,p016813
OVOL2,p016814
DUXAP9,p016815
LUCAT1,p016816
S100A3,p016817
GRIN3A,p016818
GABRA2,p016819
Cntnap2,p016820
Calcrl,p016821
DDX60,p016822
SLC25A28,p016823
IFI44L,p016824
MS4A4A,p016825
VAMP5,p016826
ANXA2R,p016827
CYP1B1,p016828
PNRC1,p016829
PRPH2,p016830
ERGIC2,p016831
Trp53inp2,p016832
GAS5,p016833
Dppa3,p016834
ABCG4,p016835
Fnta,p016836
Fntb,p016837
Icmt,p016838
GLTSCR1L,p016839
GLIS1,p016840
KDELR2,p016841
ACPP,p016842
WDR41,p016843
ITFG1,p016844
GHET1,p016845
ICAM5,p016846
Birc6,p016847
USP40,p016848
ANO7,p016849
Dab1,p016850
E,p016851
M,p016852
S,p016853
nsp1,p016854
nsp10,p016855
nsp11,p016856
nsp12,p016857
nsp13,p016858
nsp14,p016859
nsp15,p016860
nsp2,p016861
nsp4,p016862
nsp5,p016863
nsp6,p016864
nsp7,p016865
nsp8,p016866
nsp9,p016867
ORF3a,p016868
ORF3b,p016869
ORF7a,p016870
ORF9b,p016871
ORF9c,p016872
LOC101928405,p016873
FAT4,p016874
Dnm2,p016875
Dnm3,p016876
Nfx1,p016877
Dmbt1,p016878
Kcnma1,p016879
CDC48,p016880
nsp13ab,p016881
nsp1ab,p016882
nsp8ab,p016883
ORF14,p016884
ORF8a,p016885
nsp7ab,p016886
ORF7b,p016887
nsp12ab,p016888
nsp3ab,p016889
nsp14ab,p016890
nsp9ab,p016891
nsp2ab,p016892
nsp5ab,p016893
nsp6ab,p016894
nsp4ab,p016895
WIPF3,p016896
FAM105A,p016897
ORF8b,p016898
Hsp22,p016899
Hoxa2,p016900
HOXB2,p016901
Dnajc17,p016902
MYT1L,p016903
ZNF366,p016904
ZSCAN30,p016905
PBX4,p016906
FASTKD5,p016907
nsp10ab,p016908
Ppargc1a,p016909
TRPC7,p016910
App,p016911
TMPRSS11D,p016912
Zeb2,p016913
GPR85,p016914
SLC13A1,p016915
nsp3,p016916
OSBPL8,p016917
ZC3H12B,p016918
ENPP4,p016919
TMEM176A,p016920
ARHGAP33,p016921
TMEM98,p016922
TFAP2D,p016923
SS18L2,p016924
HHATL,p016925
SEMA3G,p016926
LRRC23,p016927
SEMA3B,p016928
MAN2B2,p016929
SLC7A14,p016930
CLDN11,p016931
UFL1,p016932
CLCA4,p016933
PRDM11,p016934
AGPAT4,p016935
IBSP,p016936
